message,Retweets,Favourites,Datetime,Label
Spent time at Bahrains Shreenathji Temple. This is among the oldest temples in the region and manifests the strong ties between India and Bahrain.   Here are some blessed moments from the temple. https://t.co/InRdOl65Nv,6188,33865,25-08-2019 06:16,Modi
Delighted to connect thanks to #MannKiBaat. Heres todays episode. https://t.co/fAweeKTHW5,3433,16129,25-08-2019 05:29,Modi
#MannKiBaat begins shortly. Do join. https://t.co/NcD020RiMM,1642,10969,25-08-2019 04:59,Modi
"Wonderful meeting with HM Hamad bin Isa bin Salman Al Khalifa, King of the Kingdom of Bahrain. His Majesty and I reviewed the complete range of India-Bahrain relations and we look forward to increased cooperation for the mutual benefit of our citizens. https://t.co/vIiVuPlP2M",2440,15815,24-08-2019 19:41,Modi
.      -         . https://t.co/Wzn1HxAH4n,1381,9800,24-08-2019 19:38,Modi
"I humbly accept The King Hamad Order of the Renaissance. This is a recognition of Indias strong friendship with Bahrain, which goes back hundreds of years and is expanding rapidly in the 21st century. https://t.co/Ct3zTIGZnx",3419,21674,24-08-2019 19:37,Modi
.                      . https://t.co/BuC49MapCb,1702,13811,24-08-2019 19:36,Modi
"My friend Arun Jaitley loved India, loved his party and loved being among people.   It is upsetting and unbelievable that a person I have known since our youth is no longer in our midst.   I pay my tributes to him. https://t.co/lFkCXxfxqS",12353,67975,24-08-2019 17:16,Modi
:          ?          ?     ... https://t.co/dPSxSVL9Yy,4874,28646,24-08-2019 17:13,Modi
https://t.co/kK2lbnJxir,2148,12366,24-08-2019 17:13,Modi
https://t.co/Ywrb1Cazzj,2157,12993,24-08-2019 17:12,Modi
That was a rapturous welcome.   Thank you Bahrain ! https://t.co/P6R2opIFuJ,7798,44373,24-08-2019 17:11,Modi
Addressing a huge community programme in Bahrain. Watch. https://t.co/w9V3steCGa,4812,21326,24-08-2019 15:38,Modi
"Honoured to have met HH Prince Khalifa Bin Salman Al Khalifa, Prime Minister of the Kingdom of Bahrain. Our talks were comprehensive and included a wide range of subjects concerning India-Bahrain relations. https://t.co/9xtlNuhMQR",2857,17661,24-08-2019 14:23,Modi
.         -. https://t.co/KuWaKXltzi,1686,11812,24-08-2019 14:20,Modi
Landed in Bahrain. This visit is historical and will improve ties between our nations. I look forward to meeting the top spectrum of leaders and interacting with the Indian diaspora. https://t.co/E34BsTopks,2825,19003,24-08-2019 12:59,Modi
.         .          . https://t.co/NQ1Q1VUOJH,1838,14456,24-08-2019 12:58,Modi
"Had an excellent meeting with His Highness Crown Prince @MohamedBinZayed. We spoke about multiple subjects, including ways to improve trade and people-to-people relations between India and UAE. His personal commitment to strong bilateral relations is very strong. https://t.co/GLPsWYlL1S",2675,15651,24-08-2019 10:57,Modi
MohamedBinZayed@ .                 .        . https://t.co/6AhnJn8V4y,2248,14446,24-08-2019 10:53,Modi
"Humbled to be conferred the Order of Zayed a short while ago. More than an individual, this award is for Indias cultural ethos and is dedicated to 130 crore Indians.   I thank the UAE Government for this honour. https://t.co/PWqIEnU1La",8458,48847,24-08-2019 10:45,Modi
""" ""  .              1.3  .        . https://t.co/k8QH6mpzXX",4612,33371,24-08-2019 10:43,Modi
"With the demise of Arun Jaitley Ji, I have lost a valued friend, whom I have had the honour of knowing for decades. His insight on issues and nuanced understanding of matters had very few parallels. He lived well, leaving us all with innumerable happy memories. We will miss him!",14171,79026,24-08-2019 07:48,Modi
"BJP and Arun Jaitley Ji had an unbreakable bond. As a fiery student leader, he was at forefront of protecting our democracy during the Emergency. He became a much liked face of our Party, who could articulate the Party programmes and ideology to a wide spectrum of society.",6640,34677,24-08-2019 07:47,Modi
"During his long political career, Arun Jaitley Ji held multiple ministerial responsibilities, which enabled him to contribute towards Indias economic growth, strengthening our defence capabilities, creating people friendly laws and enhancing trade with other nations.",4887,25560,24-08-2019 07:47,Modi
"Full of life, blessed with wit, a great sense of humour and charisma, Arun Jaitley Ji was admired by people across all sections of society. He was multi-faceted, having impeccable knowledge about Indias Constitution, history, public policy, governance and administration.",6296,33217,24-08-2019 07:47,Modi
"Arun Jaitley Ji was a political giant, towering intellectual and legal luminary. He was an articulate leader who made a lasting contribution to India. His passing away is very saddening. Spoke to his wife Sangeeta Ji as well as son Rohan, and expressed condolences. Om Shanti.",13486,67992,24-08-2019 07:44,Modi
"My interview with @khaleejtimes covers a wide range of subjects including the strong ties between India and UAE, the series of pro-people efforts undertaken in the last 75 days and more. Do read... https://t.co/ACHCyco9ul",2606,13231,24-08-2019 05:49,Modi
"In this interview with the Emirates News Agency, WAM, I highlight the valuable role UAE can play as India aims towards becoming a five trillion dollar economy and why India-UAE ties are better than ever before. Have a look... https://t.co/zvFsPaJQcQ",4272,25623,24-08-2019 05:48,Modi
"The measures announced by FM @nsitharaman will facilitate ease of doing business, improve demand, make credit affordable and boost the overall economy.   https://t.co/VVzlOR70Km",2744,13754,24-08-2019 05:48,Modi
!  Janmashtami greetings to everyone! May the blessings of Bhagwan Shri Krishna always bring happiness and good health in our lives. Jai Shri Krishna!,10807,76529,24-08-2019 02:25,Modi
Reached Abu Dhabi.   Looking forward to holding talks with His Highness Crown Prince @MohamedBinZayed and discussing the full range of friendship between India and UAE.   Deepening economic relations will also be on the agenda during this visit. https://t.co/gpFmCeulj6,5012,35006,23-08-2019 17:55,Modi
.                    .         . https://t.co/Lqapwh6n4n,3800,30707,23-08-2019 17:54,Modi
"My visit to France has been a successful one. We have discussed numerous issues, that would strengthen relations in existing sectors and enhance cooperation in newer areas. I thank the people and Government of France for their hospitality. https://t.co/xizRWlrAGc",3990,27269,23-08-2019 10:05,Modi
Ma visite en France a ete un succes. Nous avons discute de nombreuses questions qui renforceraient les relations dans les secteurs existants et impliqueraient une cooperation dans de nouveaux domaines. Je remercie le peuple et le Gouvernement de leur hospitalite. https://t.co/sWiWFXV077,2408,15615,23-08-2019 10:02,Modi
"The InFra (India-France) alliance is robust. Together we will boost solar infra, social infra, technical infra and more! https://t.co/rULTq4H1TH",3413,17466,23-08-2019 09:58,Modi
https://t.co/XIePAyQaXS,6560,35827,23-08-2019 09:58,Modi
"Powered by stellar teamwork, India has fulfilled ambitious goals deemed impossible for decades.   At the same time, we have red-carded those obstacles adversely impacting our development trajectory. https://t.co/ZHh1hKbL5V",2232,11246,23-08-2019 09:57,Modi
Together in good times as well as solemn occasions...the spirit of true friendship.   Heres why the India-France bond is unbreakable. https://t.co/jI97kkoD42,2293,11948,23-08-2019 09:56,Modi
Community connect. Watch from Paris. https://t.co/sCqcEtcc0v,3825,16754,23-08-2019 08:52,Modi
"In a short while from now, will address a community programme at the @UNESCO headquarters in Paris. Do watch it live. https://t.co/UZTfd6KT2N",2248,13602,23-08-2019 08:04,Modi
"Met Mr. @EPhilippePM, Prime Minister of the French Republic. Our talks were comprehensive and covered the full range of India-French ties. https://t.co/DC8POEW93S",2211,15533,23-08-2019 08:02,Modi
"Rencontre M. Edouard Philippe, Premier Ministre de la Republique Francaise. Nos entretiens ont ete exhaustifs et ont porte sur l'ensemble des relations franco-indiennes. https://t.co/fxfgsjrpjs",2143,15407,23-08-2019 07:59,Modi
Greetings to Chhattisgarh CM Shri @bhupeshbaghel Ji on his birthday. Praying for his long life and good health.,1536,15045,23-08-2019 07:57,Modi
"The menace of terrorism and radicalisation are affecting both India and France. In this context, we will continue working together for peace. Frances support in our fight against cross border terror is cherished and I thank President @EmmanuelMacron for this.",3229,21320,22-08-2019 20:13,Modi
"India offers great opportunities for French companies. There is scope for immense cooperation in skill development, aviation, IT and space. The strides made in India-France defence cooperation are promising. Our nations are also working on maritime as well as cyber security. https://t.co/7HoHSVlA2p",4661,35480,22-08-2019 20:13,Modi
"Les menaces du terrorisme et de la radicalisation affectent l'Inde comme la France. Dans ce contexte, nous continuerons a travailler ensemble pour la paix.",1372,9862,22-08-2019 20:09,Modi
Le soutien de la France dans notre combat contre la terreur a travers les frontieres nous est precieux et j'en remercie le President @EmmanuelMacron.,1282,8626,22-08-2019 20:09,Modi
Les avancees de la cooperation franco-indienne dans le domaine de la defense sont pleines de promesses. Nos nations travaillent egalement ensemble dans les domaines de la securite maritime et de la cyber-securite.,426,2491,22-08-2019 20:09,Modi
"L'Inde offre de magnifiques opportunites aux entreprises francaises. Une cooperation immense est a construire dans les domaines du developpement de competences, de l'aviation, de l'informatique et de l'espace. https://t.co/WzlsvY7N6v",2392,19684,22-08-2019 20:09,Modi
I am honoured that President @EmmanuelMacron has hosted me in the historic Chateau de Chantilly. We had extremely productive discussions on improving economic and people-to-people ties. Strong India-France ties help our citizens as well as contribute to a better planet. https://t.co/p1fzRInWh9,2788,16778,22-08-2019 20:07,Modi
De solides liens Inde-France aident nos concitoyens et contribuent a un monde meilleur. https://t.co/pv2NkUEMYG,2001,20403,22-08-2019 20:05,Modi
Je suis honore que le President @EmmanuelMacron m'a accueilli dans l'historique Chateau de Chantilly. Nous avons eu des discussions extremement productives sur l'amelioration des liens economiques et interpersonnels. https://t.co/QJFNd1xktF,2368,21645,22-08-2019 20:05,Modi
Discours a la presse avec le President @EmmanuelMacron. En direct. https://t.co/Kd5wFpmbJz,2986,14623,22-08-2019 19:00,Modi
"Landed in France, marking the start of a key bilateral visit. India and France enjoy extremely friendly ties and have been working together bilaterally and multilaterally for years. This visit will add to the ground covered during previous interactions with the French leadership. https://t.co/iYQJa4allB",3885,24460,22-08-2019 16:40,Modi
Cette visite s'ajoutera au chemin parcouru lors des precedentes interactions avec les dirigeants francais. https://t.co/SVsw1UNDXs,3409,37631,22-08-2019 16:38,Modi
"Arrivee en France, marquant le debut d'une visite bilaterale importante. L'Inde et la France entretiennent des relations extremement amicales et travaillent ensemble depuis des annees, bilateralement et multilateralement. https://t.co/Rrf9yW93GW",5363,53174,22-08-2019 16:32,Modi
"In Bahrain there would be interactions with the Indian diaspora. It would be an honour for me to be present at the special ceremony marking the re-development of the temple of Lord Shreenathji, among the oldest temples in the Gulf region",3571,28598,22-08-2019 04:38,Modi
"In UAE, there would be comprehensive talks with His Highness the Crown Prince of Abu Dhabi, Sheikh Mohammed bin Zayed Al Nahyan. The Crown Prince and I would be releasing a stamp to mark Bapus 150th Jayanti. The RuPay card will also be launched, which would help many.",1065,5116,22-08-2019 04:38,Modi
My visit to the Kingdom of Bahrain would be the first ever Prime Ministerial visit to the Kingdom. I look forward to meeting Prime Minister His Royal Highness Prince Shaikh Khalifa bin Salman Al Khalifa and His Majesty the King of Bahrain Shaikh Hamad bin Isa Al Khalifa.,3749,32177,22-08-2019 04:38,Modi
"In France, look forward to holding talks with President @EmmanuelMacron and PM Philippe. There would be interactions with the Indian diaspora and a memorial for Indian victims of two Air India crashes in France in the 1950s and 1960s would be dedicated. @gouvernementFR",1361,7340,22-08-2019 04:38,Modi
"From 22nd to 26th August, I would be visiting France, UAE and Bahrain. These visits will strengthen Indias relations with time-tested friends and help explore new areas of cooperation.   Sharing more details about the visits. https://t.co/kwguAyEtAL",6963,56848,22-08-2019 04:33,Modi
"During the visit of President @EdgarCLungu, important MoUs have been signed in sectors like geology, mineral resources, defence, art and culture. These agreements will pave the way for strong bilateral relations with Zambia for the benefit of our citizens. https://t.co/bdwdYNbm4p",3182,24783,21-08-2019 16:38,Modi
"Todays talks with President @EdgarCLungu were fruitful. Subjects covered include trade, commerce, investment, infrastructure and cultural ties. India is happy to partner Zambia in their developmental aspirations be it in power generation or improving urban infrastructure. https://t.co/tBYrNhLQ2o",3595,27278,21-08-2019 16:37,Modi
Furthering friendship with Zambia. Addressing the press with President @EdgarCLungu. https://t.co/fbgmZORKsa,3885,24108,21-08-2019 07:55,Modi
"Greetings to the dynamic and energetic CM of Arunachal Pradesh, Shri @PemaKhanduBJP on his birthday. He is vigorously working to transform the state and empower the poor and downtrodden. Praying for his long and healthy life. May he continue serving people with such dedication.",2765,23100,21-08-2019 04:06,Modi
"Shri Babulal Gaur Ji served people for decades. From Jana Sangh days, he worked constantly to strengthen our Party. As Minister and CM of Madhya Pradesh he undertook many efforts to transform the state. Saddened by his demise. Condolences to his family and supporters. Om Shanti.",2744,19049,21-08-2019 02:53,Modi
!,3393,39208,21-08-2019 02:49,Modi
-,4639,49265,21-08-2019 02:49,Modi
"Based on popular demand, the Space Quiz on MyGov has been extended upto the 25th...  Those who have not yet taken part, this is your chance! Enrich the Quiz with your participation.   https://t.co/l3oIHwFoo4",4582,29487,20-08-2019 14:39,Modi
Congratulations to Team @isro on  #Chandrayaan2 entering the Moons orbit. This is an important step in the landmark journey to the Moon.    Best wishes for its successful culmination.,16566,126290,20-08-2019 08:34,Modi
Tributes to our former PM Shri Rajiv Gandhi on his birth anniversary.,5254,66001,20-08-2019 02:10,Modi
"India will remain grateful to Khayyam Sahab for giving us some of the most memorable compositions, which will be remembered forever. He will also be remembered for his humanitarian gestures to support upcoming artists. His demise is extremely saddening.",5226,43338,19-08-2019 17:38,Modi
,4022,31190,19-08-2019 17:38,Modi
"Had a wonderful meeting with my friend and Afghanistans former President, Mr. @KarzaiH.   https://t.co/zvoVXrfCqr https://t.co/Rl3vLoOCYS",4596,45825,19-08-2019 17:04,Modi
I would like to thank the people and Government of Bhutan for the warm welcome and hospitality during this visit.,3915,46546,18-08-2019 07:45,Modi
Thank you Bhutan!   It was a memorable visit. The affection I have received from the people of this wonderful nation can never be forgotten.   There were many programmes which I had the honour of taking part in.   The outcomes of the visit will enhance bilateral ties. https://t.co/325NGWZifb,9065,94602,18-08-2019 07:45,Modi
,1372,13833,18-08-2019 07:41,Modi
,1358,13722,18-08-2019 07:41,Modi
https://t.co/ybOvWpQBl8,2632,28512,18-08-2019 07:41,Modi
"Since Exam Warriors was talked about at the Royal University of Bhutan, shared a secret about the book and how Bhutans youth will actively contribute to a better planet. https://t.co/K4F2xDezeG",2617,16267,18-08-2019 06:25,Modi
"Bhutan has understood the spirit of happiness. And, it is happiness that is Bhutans message to the world. https://t.co/wDDQlno7SW",3035,18828,18-08-2019 06:23,Modi
Itll always be people first when it comes to India-Bhutan relations. https://t.co/vBvsOPXJbh,2224,12889,18-08-2019 06:22,Modi
India and Bhutan- connected by the shared heritage of Buddhism and united in pursuit of ensuring better quality of life for our citizens. https://t.co/QDADRsEWVS,2077,11321,18-08-2019 06:21,Modi
"Felt humbled after paying my respects at the National Memorial Chhorten, which honours the late Third Druk Gyalpo, who was a stalwart committed to peace, harmony and sustainable development. https://t.co/wU9IIO3Uoj",2119,14502,18-08-2019 06:12,Modi
Best wishes to my colleague @nsitharaman Ji on her birthday. Nirmala Ji continues to make a valuable contribution to Indias development. She remains an inspiration for several youngsters who aspire to involve themselves in public service. May she lead a long and healthy life.,3798,34717,18-08-2019 06:09,Modi
Addressing students at the Royal University of Bhutan. Watch. https://t.co/eGoTRXS1bI,3863,21632,18-08-2019 03:41,Modi
"In a short while from now, will be addressing students at The Royal University of Bhutan.   Looking forward to interacting with the bright youth of Bhutan. https://t.co/Z1lmBkfpI8",2505,20202,18-08-2019 03:21,Modi
Called on His Majesty the King of Bhutan. We discussed ways to further deepen partnership between India and Bhutan. https://t.co/yXKC1vHRuK,3414,23076,17-08-2019 14:03,Modi
https://t.co/usG08r7bgl,1739,12261,17-08-2019 14:01,Modi
"Honoured to have met His Majesty Fourth Druk Gyalpo. He has always been passionate about strong India-Bhutan friendship. I am extremely grateful to him for todays meeting, where we got an opportunity to talk about enhancing the bond between our countries. https://t.co/Uc4HoUhJnY",2699,19132,17-08-2019 14:00,Modi
https://t.co/41AiEUH0At,1298,8119,17-08-2019 13:58,Modi
Special moments from the Semtokha Dzong with @PMBhutan.   Felt blessed after praying at this important spiritual centre. https://t.co/khu332dXy2,7369,55924,17-08-2019 13:56,Modi
"Delighted to meet my friend, @PMBhutan, Dr. Lotay Tshering.   We had a comprehensive meeting, where we deliberated on the relations between India and Bhutan.   There is great scope to further improve economic and cultural ties between our nations. https://t.co/fm6JzpC9Hz",2202,13637,17-08-2019 12:49,Modi
https://t.co/Hc9W2QjZhA,2267,30367,17-08-2019 12:46,Modi
@PMBhutan https://t.co/JxVGoUrkYP,2714,33940,17-08-2019 12:45,Modi
Joint press meet with @PMBhutan. Watch. https://t.co/856smFi65l,3557,16949,17-08-2019 11:47,Modi
A memorable welcome in Bhutan! This is a land blessed with natural beauty and wonderful people. There is immense enthusiasm here and the people of Bhutan want to see the India-Bhutan friendship scale newer heights of success. @PMBhutan https://t.co/ELNWjLGEL0,3815,27441,17-08-2019 09:23,Modi
,1981,20151,17-08-2019 09:11,Modi
https://t.co/kROTgyJimr,4957,46295,17-08-2019 09:11,Modi
"Parsi New Year greetings! Our nation is proud to be home to the dynamic Parsi community that has played a vital role in developing India. May the year ahead be full of happiness, good health and prosperity. Navroz Mubarak.",4671,34681,17-08-2019 07:44,Modi
"Reached Bhutan a short while ago, marking the start of an important visit. I am extremely grateful to @PMBhutan for welcoming me at the airport. His gesture is deeply touching. https://t.co/75EYI4ItTz",6285,53342,17-08-2019 06:24,Modi
@PMBhutan https://t.co/f9rm7ulyQU,2702,18976,17-08-2019 06:15,Modi
https://t.co/pmXYrNbH8C,1415,8988,16-08-2019 17:38,Modi
.       . https://t.co/Tlw7y5Kgq8,1830,10580,16-08-2019 16:37,Modi
.     ...  https://t.co/jY8EmUCmdf,2516,16914,16-08-2019 16:36,Modi
.    .   https://t.co/l3OR5xcAwo,2906,14312,16-08-2019 15:08,Modi
.      .   https://t.co/VkHDQ7OC6O,1473,7599,16-08-2019 15:05,Modi
.       https://t.co/oMvjxf2Kco,1180,6201,16-08-2019 15:00,Modi
https://t.co/BfDP4bJyCW,1071,5616,16-08-2019 14:58,Modi
https://t.co/sPtU8YlQDv,1278,6904,16-08-2019 14:53,Modi
-  .    .  https://t.co/ouMwl4GH1C,1983,9916,16-08-2019 14:52,Modi
https://t.co/ghYTuiGpBm,1226,6348,16-08-2019 14:51,Modi
"How much do you know about Indias space programme?   Take part in this interesting Quiz on MyGov.   Young friends who score well will get an opportunity to witness the landing of Chandrayaan-2 on the Moon, from the ISRO Centre, Bengaluru!   https://t.co/i7zYfyuWQG",4028,20840,16-08-2019 12:53,Modi
"In Bhutan, I look forward to having fruitful discussions with H.M. the King, H.M. the Fourth Druk Gyalpo and @PMBhutan on the entire gamut of our bilateral relations. I also look forward to addressing young Bhutanese students at the prestigious Royal University of Bhutan.",3410,31906,16-08-2019 12:29,Modi
"On 17th and 18th August, I will be in Bhutan for a bilateral visit that reflects the high importance attached to strong relations with our trusted friend and neighbour. I would be taking part in a wide range of programmes during this visit. https://t.co/X4LJXMscAc",5646,52491,16-08-2019 12:29,Modi
"?      - ,               - ,       https://t.co/qlIZTvyogv",7964,47521,16-08-2019 07:35,Modi
",        https://t.co/lry5zdrFsz",3088,16913,16-08-2019 07:34,Modi
15 iconic places in India over the next three years...are you prepared to do this?  Travel across India and discover our nations beauty. https://t.co/jGcLj9QhL6,5123,28325,16-08-2019 07:34,Modi
"Tribute to the talents and tenacity of 130 crore Indians.  From new frontiers in space to the sports field, Indians are excelling in various sectors. https://t.co/o6WpME8wSv",2202,12129,16-08-2019 07:33,Modi
Birthday greetings to Delhi CM Shri @ArvindKejriwal. Praying for his good health and long life.,3877,49573,16-08-2019 07:33,Modi
Remembering Atal Ji on his Punya Tithi. His thoughts and words live on. We will always cherish his contribution to Indias development.   Paid tributes to Atal Ji at Sadaiv Atal this morning. https://t.co/RRZFnlcfTT,7046,48492,16-08-2019 03:50,Modi
"Thank you for the Independence Day greetings, PM @JustinTrudeau. I hope relations between India and Canada continue getting stronger and our cooperation increases in multiple sectors. https://t.co/wmDgOp7Pzw",3213,24184,15-08-2019 14:50,Modi
Glimpses from the Raksha Bandhan celebrations earlier today. https://t.co/HBh63ZiJWa,4399,33399,15-08-2019 14:34,Modi
"Along with his Independence Day greetings, @PMBhutan shared a lovely Facebook post, which I thought I would share with you all.   Glad to see him go through Exam Warriors and highlight aspects relating to it. @examwarriors https://t.co/hxSQibTu8c",3470,19544,15-08-2019 14:32,Modi
Tributes to the great Sri Aurobindo Ji on his Jayanti. He was a prolific thinker and exceptional philosopher whose ideals inspire millions. He emphasised on human dignity and equality. Sri Aurobindo was also a devout nationalist who had grand dreams for our nation.,3061,20229,15-08-2019 14:29,Modi
-,7219,52078,15-08-2019 14:28,Modi
", -",10209,69328,15-08-2019 14:28,Modi
I thank President Putin for his Independence Day greetings. India has always valued Russias friendship and I am sure ties between our nations will be further cemented in the times to come. https://t.co/exlPNSCXJP,4862,29757,15-08-2019 14:21,Modi
"My friend Bibi, as always, your wishes have touched all Indians. May India and Israel become even closer friends in the years to come. @netanyahu https://t.co/0kdgoBOrU6",19212,113724,15-08-2019 14:20,Modi
"Our forces are courageous and always prepared to give a befitting answer to those who disturb tranquility in the nation.  To further improve coordination and preparedness, India will now have a Chief of Defence Staff. https://t.co/IULeoV3Zv6",3750,18278,15-08-2019 08:21,Modi
Population explosion is a subject our nation must discuss as widely as possible. We owe this to the future generations... https://t.co/SWkne1uvwG,4525,19673,15-08-2019 08:20,Modi
"This 2nd October, I have a request for my fellow Indians. Will you help me? https://t.co/90lQplqesb",9301,52403,15-08-2019 08:19,Modi
",                  # https://t.co/Pu7rBQPOPN",3445,17402,15-08-2019 08:12,Modi
"370     ,      ,         ?        # https://t.co/UiygJoYpRV",4319,20776,15-08-2019 08:11,Modi
",         370  35(A)  ,   -             70      ,      70       # https://t.co/4aSkjP15gD",5555,26532,15-08-2019 08:11,Modi
",     ,          # https://t.co/b1GhdImyOU",2501,11771,15-08-2019 08:11,Modi
Some glimpses from the Independence Day celebrations in Delhi this morning. https://t.co/nUMgn1JJHg,4082,26307,15-08-2019 07:55,Modi
Thank you President @ibusolih for the Independence Day greetings. We cherish our strong friendship between Maldives and India. https://t.co/5tGDLWjSY7,2388,18566,15-08-2019 07:46,Modi
"Your Independence Day wishes are truly appreciated, PM @kpsharmaoli.   May the India-Nepal friendship continue scaling new heights and enhance prosperity among our citizens. https://t.co/ahtt0Amp7z",1881,11996,15-08-2019 07:45,Modi
"Thank you @PMBhutan.   You are correct about the unwavering friendship between India and Bhutan.   This friendship is growing in a wide range of sectors, which is a great sign.   I look forward to meeting you during my upcoming Bhutan visit. https://t.co/lGV5dLR2Mf",2503,15961,15-08-2019 07:45,Modi
#              https://t.co/TiN2cmk67V,2797,24885,15-08-2019 07:44,Modi
Addressing the nation on Independence Day. Watch. https://t.co/V6cCfmRPRx,9160,36074,15-08-2019 02:02,Modi
Greetings on the auspicious occasion of Raksha Bandhan.,8785,58347,15-08-2019 00:43,Modi
#     !   Happy Independence Day to all my fellow Indians. Jai Hind!,24225,155769,15-08-2019 00:41,Modi
"75 days of the second term, better medical infrastructure, improving quality of education, eliminating corruption, Jammu, Kashmir and Ladakh, and more...my interview with @ians_india.   https://t.co/Y7A6h9gbTT",7731,47145,14-08-2019 11:00,Modi
Would you like your thoughts to be featured in this months #MannKiBaat   Share them on MyGov or even dial 1800-11-7800 to record your message. https://t.co/kJdgA0EXoM,2863,22100,14-08-2019 10:59,Modi
"#MannKiBaat is an excellent platform to celebrate the extraordinary work done by extraordinary Indians. On the 25th of this month, we shall have another such episode. Do share your inputs for the same, on special NaMo App Open Forum. https://t.co/ltby9xlOzt",4256,33792,14-08-2019 10:59,Modi
"Indias Parliament is all lit up, thanks to the lighting facility inaugurated today.   Have a look at these pictures. https://t.co/HixrpJ1Ugx",14495,114402,13-08-2019 15:46,Modi
"Today, people from all walks of life came together to pay homage to an exceptional leader, late Sushma Swaraj Ji. She was a valued colleague and outstanding administrator who brought excellence to any responsibility she held.   India will always remember Sushma Jis contribution. https://t.co/QhcVon6wko",5381,39413,13-08-2019 15:45,Modi
"Tribute to Sushma Swaraj Ji, an excellent leader who diligently served India. https://t.co/LiaF5amXsF",8718,51075,13-08-2019 13:04,Modi
"@AnupamPKher There is a lot we learn from each other, knowingly and unknowingly. The process of educating oneself never stops. May we all keep learning and discovering new aspects.   Best wishes for the book @AnupamPKher. Am sure people will enjoy reading",2188,23137,13-08-2019 11:19,Modi
"Today, on his birth anniversary, we remember the exemplary Dr. Vikram Sarabhai. His contribution to Indian science and innovation is tremendous. His efforts ensured India made rapid strides in science and space. https://t.co/ZUFuo9Bl2L",7119,51994,12-08-2019 10:30,Modi
"What better than the lush green jungles of India, in the midst of Mother Nature to throw light on environmental conservation and climate change..Do join at 9 PM tonight! https://t.co/RdndTgUtCF",18210,111411,12-08-2019 8:16,Modi
"Spoke to @EconomicTimes on a wide range of issues relating to the economy. Elaborated on the vision of making India a US $ 5 trillion economy, plans to attract investment, boost exports & a message for the private sector. Do read!  https://t.co/AOwOhCg6Mc",6241,37289,12-08-2019 3:05,Modi
My best wishes on the occasion of Eid al-Adha. I hope it furthers the spirit of peace and happiness in our society. Eid Mubarak!,14025,149552,12-08-2019 2:42,Modi
"Dear @CitiznMukherjee,  It was an honour to witness you receiving the Bharat Ratna, a fitting recognition of everything that you have done for the nation.   Thank you for leaving no stone unturned towards making India more developed. https://t.co/R6YNVDtjPF",10230,84465,09-08-2019 3:04,Modi
"The music of Dr. Bhupen Hazarika transcends all barriers! He is a universally admired cultural icon, whose rich works capture all aspects of human spirit and emotions. The Bharat Ratna (Posthumously) is a manifestation of his contribution to our culture and music. https://t.co/LL2PdoWPmT",3950,31881,09-08-2019 3:00,Modi
"India pays tributes to the great Nanaji Deshmukh Ji. He undertook many efforts to improve Indias villages and empower the lives of our rural population. He epitomised honesty, humility and probity in public life.  Happy that he has been conferred the Bharat Ratna (Posthumously). https://t.co/Y0A2dQ2h0I",4137,32466,09-08-2019 2:56,Modi
-                                  https://t.co/TOU52gSG6O,6215,37773,08-08-2019 17:46,Modi
"-           ,           https://t.co/quOhTnWd2l",3541,19304,08-08-2019 17:45,Modi
"-     -        ,          MLA  ,            ,             ,        https://t.co/LsWRUo4xSF",9904,65039,08-08-2019 17:45,Modi
",                      -              https://t.co/MingH2Gqvl",3531,19359,08-08-2019 17:44,Modi
",            -        https://t.co/wwr1uPsNs5",3441,18924,08-08-2019 17:44,Modi
"370  35-  -  , ,                         -         ,      https://t.co/5OMdt7aAQb",4961,24826,08-08-2019 17:44,Modi
"Every possible step will be undertaken that furthers Ease of Living. It has been our constant endeavour to strengthen Panchayats in Jammu, Kashmir and Ladakh. We will move with even greater speed to realise this commitment and empower local citizens.",4089,29507,08-08-2019 16:16,Modi
"Our priority is the socio-economic development of Jammu, Kashmir and Ladakh. It is vital these beautiful regions become centres of growth and the skills of the local youngsters are utilised effectively. There are ample opportunities in sports, tourism and culture.",4092,30425,08-08-2019 16:16,Modi
"Now onwards, the people of Jammu, Kashmir and Ladakh can avail of several developmental opportunities they were denied for decades! This includes access to better education, laws to protect the marginalised sections of society, a life of greater dignity for women.",1135,5040,08-08-2019 16:16,Modi
"For decades, Articles 370 and 35-A encouraged separatism, terrorism, corruption and nepotism. There was no benefit to the common citizens.   But, with the blessings of the people, a positive change has taken place.",1323,5811,08-08-2019 16:16,Modi
"While addressing my fellow Indians today, I spoke at length about the new era of development in Jammu, Kashmir and Ladakh. The entire country is with the people of these regions as they embark on the path to progress. Everything will be done to fulfil peoples aspirations.",7831,56770,08-08-2019 16:16,Modi
My address to the people of India. https://t.co/f0q8rEUSkH,18575,73592,08-08-2019 14:28,Modi
"Sushma Jis demise is a personal loss. She will be remembered fondly for everything that shes done for India. My thoughts are with her family, supporters and admirers in this very unfortunate hour. Om Shanti.",33468,190684,06-08-2019 18:09,Modi
"I cant forget the manner in which Sushma Ji worked tirelessly as EAM in the last 5 years. Even when her health was not good, she would do everything possible to do justice to her work and remain up to date with matters of her Ministry. The spirit and commitment was unparalleled.",17729,96351,06-08-2019 18:09,Modi
"An excellent administrator, Sushma Ji set high standards in every Ministry she handled. She played a key role in bettering Indias ties with various nations. As a Minister we also saw her compassionate side, helping fellow Indians who were in distress in any part of the world.",19818,103784,06-08-2019 18:08,Modi
